gene_id	batch_1	batch_2	batch_3	chemostat_1	chemostat_2	chemostat_3
gene_0450	316	442	311	175	177	232
gene_0451	2146	2943	2141	1845	2370	3021
gene_0452	0	1	1	1	0	3
gene_0453	289	344	258	872	1075	1212
gene_0454	118	135	97	121	176	188
gene_0455	168	231	176	245	324	400
gene_0456	534	709	515	276	352	497
gene_0457	115	123	90	101	146	162
gene_0458	483	723	479	396	475	594
gene_0459	189	196	146	1739	2038	2561
gene_0460	86	103	55	150	131	225
gene_0462	193	280	201	230	282	336
gene_0463	190	285	203	156	192	309
gene_0464	177	229	143	88	93	134
gene_0465	761	1027	743	496	571	698
gene_0466	425	557	385	341	398	486
gene_0467	447	549	459	318	371	436
gene_0468	316	407	313	311	392	484
gene_0469	176	334	241	43	65	90
gene_0470	113	161	126	53	53	55
gene_0471	34	31	32	50	81	108
gene_0472	131	117	104	543	778	976
gene_0473	305	364	246	160	184	266
gene_0474	361	561	380	195	186	288
gene_0475	99	125	117	52	55	95
gene_0476	504	801	579	381	475	631
gene_0477	283	319	324	145	190	221
gene_0478	640	759	616	231	273	410
gene_0479	1532	2209	1669	667	745	1010
gene_0480	2315	3335	2508	1395	1822	2150
gene_0481	23	27	18	26	35	46
gene_0482	276	376	286	225	248	330
gene_0483	374	432	350	132	169	197
gene_0484	123	144	107	71	78	103
gene_0485	146	214	137	86	91	103
gene_0486	204	260	207	209	234	327
gene_0487	117	131	97	260	298	378
gene_0488	719	1057	725	633	833	1010
gene_0489	110	186	130	126	173	223
gene_0490	61	88	44	33	46	57
gene_0491	180	192	199	170	162	195
gene_0492	276	424	287	247	263	360
gene_0493	351	483	340	134	158	203
gene_0494	244	275	171	237	262	373
gene_0495	1147	1591	1188	737	859	1088
gene_0496	85	109	71	84	92	133
gene_0497	330	460	362	287	377	455
gene_0498	516	560	502	293	338	464
gene_0499	238	267	159	116	116	182
gene_0500	170	194	138	492	506	781
gene_0501	81	73	63	87	96	135
gene_0502	171	257	204	68	95	136
gene_0503	272	327	237	272	337	436
gene_0504	358	483	335	453	529	691
gene_0505	204	318	215	177	232	236
gene_0506	700	1016	735	532	557	766
gene_0507	665	1021	700	431	529	629
gene_0508	172	207	141	165	228	288
gene_0509	676	909	648	387	441	590
gene_0510	138	163	109	409	622	784
gene_0511	504	734	562	343	445	477
gene_0512	260	314	229	185	209	291
gene_0513	2363	3350	2297	924	1020	1296
gene_0514	67	96	55	93	120	126
gene_0515	17	14	4	161	213	269
gene_0516	2321	3353	2285	2005	2320	2798
gene_0517	704	913	689	418	523	637
gene_0518	299	460	323	167	208	300
gene_0519	270	377	271	234	285	386
gene_0520	411	519	344	320	417	540
gene_0521	1264	1848	1381	377	430	576
gene_0522	13	12	9	16	13	14
gene_0523	209	266	166	207	204	209
gene_0524	1527	2479	1757	2973	3223	4200
gene_0525	239	307	175	503	696	796
gene_0526	162	37	11	215	149	161
gene_0527	2	2	0	10	10	6
gene_0528	297	375	245	460	546	595
gene_0529	241	239	164	1083	1223	1554
gene_0530	1	4	1	1	4	3
gene_0531	31	47	30	592	577	679
gene_0532	3	2	3	4	4	2
gene_0533	11	17	8	11	4	9
gene_0536	1	0	2	2	1	2
gene_0537	0	0	1	0	0	1
gene_0538	0	0	0	1	2	0
gene_0539	0	0	0	1	0	0
gene_0540	0	0	0	0	0	0
gene_0541	39	47	48	105	149	125
gene_0542	374	515	349	185	212	274
gene_0543	327	539	352	274	310	438
gene_0544	570	777	592	235	303	403
gene_0545	13	10	8	20	15	12
gene_0546	0	0	0	0	0	0
gene_0547	454	563	434	463	550	728
gene_0548	1230	1734	1233	906	1137	1297
gene_0549	146	166	111	166	161	250
gene_0550	276	354	249	235	335	446
gene_0551	143	175	75	110	85	124
gene_0552	1134	1529	1192	390	441	731
gene_0553	346	472	327	477	565	738
gene_0554	190	270	188	181	220	261
gene_0555	1033	1353	970	533	733	916
gene_0556	257	271	196	209	251	306
gene_0557	10	5	2	156	359	508
gene_0558	9	5	5	21	36	35
gene_0559	187	224	156	117	120	210
gene_0560	1148	1787	1321	565	799	930
gene_0561	274	350	224	260	316	362
gene_0562	4642	6203	4380	2178	2698	3224
gene_0563	7	8	5	7	0	14
gene_0564	654	418	285	3716	4239	5295
gene_0565	228	315	213	360	452	500
gene_0566	161	192	133	235	326	411
gene_0567	97	125	75	20	22	35
gene_0568	302	412	336	86	120	187
gene_0569	518	627	463	630	825	1078
gene_0570	478	621	482	422	437	650
gene_0571	143	167	111	231	267	404
gene_0572	169	209	171	231	272	362
gene_0573	605	833	598	359	425	572
gene_0574	6169	9118	7226	2768	3143	3684
gene_0575	271	312	244	213	231	322
gene_0576	480	626	457	534	546	664
gene_0577	84	106	56	41	60	81
gene_0578	74	72	54	83	88	117
gene_0579	19	15	10	3	5	7
gene_0580	778	491	328	355	218	225
gene_0581	314	427	347	264	335	495
gene_0583	48	76	35	16	21	32
gene_0584	174	244	158	100	87	83
gene_0585	0	0	0	0	0	0
gene_0587	3951	5466	4045	1586	1833	2562
gene_0588	640	841	615	597	790	976
gene_0589	149	199	135	163	180	210
gene_0590	496	748	520	368	427	501
gene_0591	90	93	62	156	238	316
gene_0592	1196	1626	1164	619	673	925
gene_0593	330	425	341	247	257	336
gene_0594	1907	2584	1972	1472	1686	2207
gene_0595	193	273	238	182	167	222
gene_0596	443	500	394	205	222	323
gene_0598	200	279	188	95	103	136
gene_0599	131	165	137	109	138	150
gene_0600	274	326	260	125	145	187
gene_0601	504	706	392	316	371	455
gene_0602	11	22	9	19	13	15
gene_0603	11	20	12	20	31	36
gene_0604	22	26	15	16	27	39
gene_0605	538	713	482	441	477	643
gene_0606	422	533	280	182	214	277
gene_0607	878	1114	786	1883	2055	2710
gene_0608	4001	5317	3533	1514	1382	1854
gene_0609	20	10	11	46	57	79
gene_0611	54	59	47	132	91	101
gene_0613	540	767	510	387	441	546
gene_0614	695	848	575	541	644	895
gene_0615	26	20	12	2536	2641	3242
gene_0616	1055	1452	946	960	1211	1371
gene_0617	31801	44087	33368	15261	25170	30830
gene_0618	180	224	155	213	296	428
gene_0619	118	161	99	95	140	210
gene_0622	274	390	273	117	121	200
gene_0623	1168	1571	1080	870	969	1178
gene_0624	112	151	91	347	397	504
gene_0627	146	186	155	106	157	171
gene_0628	47	67	41	67	84	110
gene_0629	182	259	153	112	131	155
gene_0630	213	350	162	82	97	126
gene_0631	77	71	53	545	2200	2604
gene_0632	2	6	8	2	4	12
gene_0633	459	631	380	290	362	418
gene_0634	246	297	207	153	183	253
gene_0635	2362	3112	1904	1561	2031	2464
gene_0636	2350	2993	1973	1561	2001	2438
gene_0637	22	26	18	18	17	19
gene_0638	423	578	403	408	464	599
gene_0639	154	194	161	118	140	146
gene_0641	360	524	359	257	308	372
gene_0642	638	828	580	588	799	1039
gene_0643	589	849	611	585	651	797
gene_0645	6097	8684	6195	1811	1871	2529
gene_0647	389	511	356	338	451	485
gene_0648	585	784	566	473	513	605
gene_0649	1394	1865	1311	433	444	673
gene_0650	424	548	407	244	263	373
gene_0651	406	478	299	306	388	529
gene_0652	564	826	572	358	450	551
gene_0653	59	64	53	82	95	120
gene_0654	1	0	0	0	0	0
gene_0655	0	0	0	0	0	0
gene_0656	0	0	0	0	1	0
gene_0657	607	801	587	492	605	778
gene_0658	337	444	385	97	75	127
gene_0659	461	574	421	156	214	293
gene_0660	181	180	168	119	112	112
gene_0661	412	442	352	289	309	413
gene_0662	491	660	530	308	307	501
gene_0663	375	481	372	133	184	256
gene_0664	13	19	15	9	6	9
gene_0665	364	509	397	384	374	528
gene_0666	337	440	373	267	249	328
gene_0667	1610	2278	1593	931	1246	1564
gene_0668	161	227	161	163	178	208
gene_0669	692	1046	842	249	298	368
gene_0670	308	372	288	167	156	227
gene_0671	124	180	110	113	104	157
gene_0672	179	239	189	226	278	326
gene_0674	81	108	68	34	32	49
gene_0675	384	554	360	236	247	310
gene_0676	106	144	114	90	121	137
gene_0677	788	1078	749	428	464	531
gene_0678	207	290	183	356	399	420
gene_0679	506	651	431	595	736	908
gene_0680	279	362	191	179	200	258
gene_0681	305	385	293	98	102	168
gene_0682	225	255	190	162	182	190
gene_0683	240	317	226	421	458	562
gene_0684	99	141	100	74	110	132
gene_0685	64	67	69	63	63	95
gene_0686	162	162	112	219	306	420
gene_0687	769	1148	818	641	735	1008
gene_0688	165	192	124	281	327	445
gene_0689	190	313	242	160	255	283
gene_0690	404	560	394	469	564	820
gene_0691	118	177	111	260	325	487
gene_0692	1692	2398	1786	1106	1276	1506
gene_0693	9	6	5	1	7	3
gene_0694	108	119	89	108	126	159
gene_0695	294	358	288	83	91	146
gene_0696	638	864	637	514	526	585
gene_0697	252	291	261	253	288	357
gene_0698	316	427	279	145	171	278
gene_0699	73	101	71	202	227	251
gene_0700	261	385	267	133	197	244
gene_0701	1213	1849	1410	738	960	1206
gene_0702	302	450	318	188	266	300
gene_0703	157	223	140	107	128	192
gene_0704	20	18	17	19	15	21
gene_0705	1	0	1	0	1	4
gene_0706	210	271	153	177	207	273
gene_0708	50	56	47	61	89	83
gene_0709	60	49	47	16	21	25
gene_0710	69	85	66	38	28	37
gene_0711	58	53	46	19	21	31
gene_0712	89	102	78	15	25	27
gene_0713	0	0	1	0	0	0
gene_0714	0	0	0	0	0	0
gene_0715	0	0	0	0	0	0
gene_0716	0	0	0	0	0	0
gene_0717	0	0	0	0	1	0
gene_0718	313	383	269	264	309	396
gene_0719	7	4	4	11	11	18
gene_0720	2	4	2	13	11	10
gene_0721	19	22	7	26	29	54
gene_0722	8	15	13	38	50	54
gene_0723	107	104	74	109	105	144
gene_0724	22	30	11	19	11	7
gene_0725	74	138	99	8	11	7
gene_0726	280	390	255	176	230	248
gene_0727	117	172	107	140	207	227
gene_0728	72	105	74	140	182	215
gene_0729	374	523	364	301	342	456
gene_0730	657	951	627	320	393	583
gene_0731	386	483	322	197	200	310
gene_0732	329	339	207	615	619	811
gene_0733	140	150	112	158	185	291
gene_0734	288	377	258	177	181	205
gene_0735	526	794	613	430	512	636
gene_0736	160	186	143	114	169	176
gene_0737	10567	14984	11505	2434	3073	3980
gene_0738	678	1035	758	539	531	607
gene_0739	682	921	669	405	474	573
gene_0740	481	690	495	435	495	659
gene_0741	403	510	408	517	669	852
gene_0742	199	245	171	1591	2531	2933
gene_0743	53	33	15	812	1077	1132
gene_0744	161	185	147	133	135	188
gene_0745	265	395	224	101	111	160
gene_0746	40	53	34	521	1963	2510
gene_0747	335	418	276	206	230	300
gene_0748	119	76	66	89	147	149
gene_0749	467	569	394	2836	3114	3681
gene_0750	41	31	25	390	674	695
gene_0751	519	668	512	301	334	503
gene_0752	1243	1856	1093	565	643	920
gene_0753	105	96	65	52	54	76
gene_0755	35	29	33	36	45	70
gene_0756	122	180	122	117	151	184
gene_0757	1182	1665	1292	410	493	686
gene_0758	357	485	312	322	407	535
gene_0759	180	220	176	161	205	199
gene_0760	519	785	478	282	325	400
gene_0761	98	121	85	1145	2204	2352
gene_0762	309	421	277	223	251	306
gene_0763	505	558	392	288	309	373
gene_0764	261	412	288	171	195	275
gene_0765	108	147	93	280	300	445
gene_0766	56	69	65	281	393	444
gene_0767	1191	1622	1301	683	740	916
gene_0768	218	279	212	339	435	590
gene_0769	1605	2189	1554	1332	1691	1954
gene_0770	69	105	68	259	256	337
gene_0771	222	313	201	219	373	391
gene_0772	3056	4264	2909	1146	1450	1894
gene_0773	2114	2557	1726	656	676	933
gene_0774	596	868	652	455	575	698
gene_0775	457	612	455	198	247	285
gene_0776	487	660	476	368	513	554
gene_0777	25	27	22	13	11	21
gene_0778	3303	4981	3561	2198	2614	3233
gene_0779	9213	14902	7778	2042	2293	3239
